filepath,caller,case
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/d64cdc45-ac3d-42d0-bbb4-ea19d0cd6d57.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-3X-AAV9
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/d09028f7-4d79-4942-a775-3b83e0d33772.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-3X-AAVE
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/c4e63b64-be2d-4f78-8665-6322e9f76298.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-ZH-A8Y6
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/f3019b8e-c0db-485a-a511-a2a71739fffd.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W5-AA31
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/22f07636-5760-48a5-8975-2a1e2f61bb77.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-ZH-A8Y5
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/481006e7-c3a5-4985-8a82-68511d8e540c.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-ZH-A8Y8
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/5b449d81-3da7-4dae-9f36-caed394e402e.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-5A-A8ZF
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/28e353d8-979e-4d02-bab7-8b964070bc0c.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-ZH-A8Y4
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/f9f05e97-b357-4540-a559-c528438791bc.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W6-AA0S
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/4fd043d5-f99d-4600-94b8-06c705cd37d5.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W7-A93O
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/ce9916ba-4554-4c6d-8e30-dd2c30eb6624.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W5-AA39
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/9d137485-339d-43c1-bc34-4d90082f8322.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-WD-A7RX
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/3ee8d71a-9fcf-4bce-86dd-53cf829f6366.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-ZH-A8Y1
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/0026cc74-029d-437f-a2cb-155c074de9f9.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W6-AA0T
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/4e117e95-19ff-4a8b-99e0-3b1491549b5e.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-ZK-AAYZ
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/c1d02bd3-cfd0-43dc-9795-c8671163ddcb.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-4G-AAZO
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/4bca2119-b154-407a-ad0e-5a08efa40e8a.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W5-AA2J
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/46352f6b-dddc-46e9-a048-5ee4787fe5e8.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W5-AA36
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/14fe45d0-cd14-48d3-ab7b-4bd8f243fa04.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W5-AA2I
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/e3c367d1-5147-4039-9eb7-7ce09864f88d.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-4G-AAZF
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/52f04217-03bf-43ce-a6ca-e84537899480.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W5-AA2O
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/fc0e198a-18e7-4671-857f-dc42908b2d23.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W5-AA2T
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/e5941f9c-d5b5-40be-a9a6-61ede56d4332.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W5-AA2Z
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/7daaaf42-e27a-45c9-8013-e931975b3038.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-ZU-A8S4
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/ff0addb8-9df0-4aaa-8320-bfb3cb2eea42.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-4G-AAZR
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/05e2c709-5e95-46bf-93ae-6e7ca44e1603.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-ZH-A8Y7
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//muse-maf-pass/100a5eb8-f119-4544-b040-cb967a68e8ce.wxs.MuSE.aliquot.pass.maf,TCGA MuSE,TCGA-W5-AA2H
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/aa240c67-2ed0-4578-baad-a75d8c2e4889.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-4G-AAZG
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/daf4dee4-74e2-4da1-81b4-70a880edc933.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA30
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/aead64f9-39b6-4f48-a070-76887d2f13c8.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA30
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/8ebe1e75-a836-4de3-82d0-3983e6baf156.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2W
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/7c3ea8bf-9ef7-45b4-a359-7c7571a1911c.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2W
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/9e2bbed5-0a0e-4568-9895-212102658c90.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2R
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/ede4bee2-b046-4baf-9a65-bbe0be386916.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-5A-A8ZF
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/79621dd3-978e-4919-a6c7-969d2bf82aa1.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZH-A8Y2
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/7095cb1e-1f67-479f-bf73-d8692ce36728.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZH-A8Y4
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/795d0437-597e-408b-9d20-a5bac72af3bb.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-5A-A8ZG
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/69d5c354-9552-401d-94ff-4f9a848cd23c.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA31
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/256018f3-e58e-47f2-9aab-a72c72f8692b.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W6-AA0S
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/4176d2ad-9203-47be-a1ee-9bfb34980f72.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-4G-AAZO
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/1b920033-2329-493a-9c78-9890e1a3173e.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-4G-AAZG
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/c82d1f0a-ba72-4337-bb0b-f47143cd46a6.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2X
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/469c1a87-c307-4eb2-b0ff-3f9e2138c1f7.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2X
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/0b608f18-43ed-43e4-a06a-e9f0f66fbd6f.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-3X-AAV9
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/7307b98c-c2ea-4daf-99be-72fe7f7e8863.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZH-A8Y3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/d13540b2-51ed-4f40-9e2a-c85fc5eacb3b.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA33
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/fdbe6808-09b0-4baa-921e-b39e1c67aa23.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZH-A8Y3
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/a69e30f1-dfc4-4fcb-9e95-0ce36bf0902f.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-YR-A95A
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/c487a34d-84d7-44e4-b600-1978b82d09f3.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA33
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/c593fa3f-97e5-4322-ba75-8b2e68b49eae.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2T
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/22c46353-628b-4dfd-b97e-029c74442c7f.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-3X-AAVE
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/becc7035-da17-4b09-a7cd-6659808b8284.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-3X-AAVE
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/e013ee39-e755-4048-9549-74ea004934eb.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZH-A8Y6
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/f9cd658c-35fd-4c19-aca8-217a021a0892.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2G
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/b5f87d8e-203d-468b-ac46-41a201a766eb.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-5A-A8ZG
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/7e078043-a4b7-4655-9cda-ed0235afcbfb.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W6-AA0T
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/221640a5-d636-41f8-ad4f-53b9e231d19b.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2Z
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/e5bf02ae-5d0f-4a65-a255-d263615798b6.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZK-AAYZ
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/96a7ba8b-9020-4041-852a-91e2759fac21.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA38
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/9c733e94-6840-4621-8aa2-84fcaebe9f0a.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA39
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/bc5be262-6959-49bc-94aa-3b48f364c430.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA34
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/f254520f-7ff1-44cc-bad1-337c718981bf.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZH-A8Y8
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/59cbb217-1e53-4d46-94de-8fae91955aac.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-YR-A95A
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/d74f746e-e47e-4884-82dd-fc66255e2943.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2K
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/4e060d13-b195-48fb-b77e-a4e149e23a83.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W7-A93P
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/4a0ca53d-4b22-4983-b048-f6bb2c746c8c.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2T
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/0d9aa109-b247-42fa-87cb-17b702f9f4dc.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W7-A93P
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/0692819f-0a4d-413f-a9ca-e53ec24b8c6a.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZH-A8Y6
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/3a835955-a85f-4ab4-ba8a-c98945b50ef3.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-3X-AAVA
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/092ef168-6c87-4616-8efb-df4faa325821.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W6-AA0T
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/bc48eb37-22b9-46c1-9393-81d347115bc0.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-ZH-A8Y5
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/aec48642-53a9-49d9-86d9-d290ab3e1a53.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-3X-AAVB
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/e18282d7-1fb7-496d-8b20-d03c516986cf.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2Q
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/3e9b9b6e-d455-4b97-bd0c-f8a8341f497f.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZH-A8Y5
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/0f4b0a33-2f6d-42d1-8f6a-a639019710e7.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-4G-AAZF
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/b485b3ab-6c55-41fb-a375-1c869b8e6812.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-4G-AAZF
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/516f9bcb-0406-48df-a5bc-fdbdec7d0f33.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W7-A93O
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/575550a7-d436-4434-93e1-00f194e6e8be.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA34
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/b4e33de3-abf9-4e33-8058-eb06505f76ff.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W7-A93N
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/5ee90865-e387-47ac-9d30-7ab0353e50fe.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-WD-A7RX
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/65fbe2f8-99a1-4d07-8b42-64e29d6b9b97.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-WD-A7RX
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/8d80fa01-110b-43b4-94c9-5e881b9e0b67.wxs.Pindel.aliquot.pass.maf,TCGA Pindel,TCGA-W5-AA2G
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/5bc1cfc1-64f6-40ef-9cb0-237b3cb88e6e.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-W5-AA2Z
/Users/famke/01-ghga-project/homogeneous-data-processing/variantcalling/TCGA-CHOL/tcga-data//pindel-varscan-maf-pass/9a7b09b7-dff0-4bfa-8cbf-f8bec7fd7405.wxs.VarScan2.aliquot.pass.maf,TCGA VarScan2,TCGA-ZK-AAYZ
